id,names,stateholiday
1,Drahoslava,1
2,Linda,0
3,Belo,0
4,Rozália,0
5,Regína,0
6,Alica,0
7,Marianna,0
8,Miriama,0
9,Martina,0
10,Oleg,0
11,Bystrík,0
12,Mária,0
13,Ctibor,0
14,Ľudomil,0
15,Jolana,1
16,Ľudomila,0
17,Olympia,0
18,Eugénia,0
19,Konštantín,0
20,Ľuboslav,0
21,Matúš,0
22,Móric,0
23,Zdenka,0
24,Ľuboš,0
25,Vladislav,0
26,Edita,0
27,Cyprián,0
28,Václav,0
29,Michal,0
30,Jarolím,0
