id,names,stateholiday
1,Albín,0
2,Anežka,0
3,Bohumil,0
4,Kazimír,0
5,Fridrich,0
6,Radoslav,0
7,Tomáš,0
8,Alan,0
9,Františka,0
10,Branislav,0
11,Angela,0
12,Gregor,0
13,Vlastimil,0
14,Matilda,0
15,Svetlana,0
16,Boleslav,0
17,Ľubica,0
18,Eduard,0
19,Jozef,0
20,Víťazoslav,0
21,Blahoslav,0
22,Beňadik,0
23,Adrián,0
24,Gabriel,0
25,Marián,0
26,Emanuel,0
27,Alena,0
28,Soňa,0
29,Miroslav,0
30,Vieroslava,0
31,Benjamín,0
