id,names,stateholiday
1,Hugo,0
2,Zita,0
3,Richard,0
4,Izidor,0
5,Miroslava,0
6,Irena,0
7,Zoltán,0
8,Albert,0
9,Milena,0
10,Igor,0
11,Július,0
12,Estera,0
13,Aleš,0
14,Justína,0
15,Fedor,0
16,Dana,0
17,Rudolf,0
18,Valér,0
19,Jela,0
20,Marcel,0
21,Ervín,0
22,Slavomír,0
23,Vojtech,0
24,Juraj,0
25,Marek,0
26,Jaroslava,0
27,Jaroslav,0
28,Jarmila,0
29,Lea,0
30,Anastázia,0
