id ,names,stateholiday
1,Edmund,0
2,Bibiána,0
3,Oldrich,0
4,Barbora,0
5,Oto,0
6,Mikuláš,0
7,Ambróz,0
8,Marína,0
9,Izabela,0
10,Radúz,0
11,Hilda,0
12,Otília,0
13,Lucia,0
14,Branislava,0
15,Ivica,0
16,Albína,0
17,Kornélia,0
18,Sláva,0
19,Judita,0
20,Dagmara,0
21,Bohdan,0
22,Adela,0
23,Nadežda,0
24,Adam,1
25,1.sviatok vianočný,1
26,Štefan,1
27,Filoména,0
28,Ivana,0
29,Milada,0
30,Dávid,0
31,Silvester,0
