id,names,stateholiday
1,Nový rok,1
2,Alexandra,0
3,Daniela,0
4,Drahoslav,0
5,Andrea,0
6,Antónia,1
7,Bohuslava,0
8,Severín,0
9,Alexej,0
10,Dáša,0
11,Malvína,0
12,Ernest,0
13,Rastislav,0
14,Radovan,0
15,Dobroslav,0
16,Kristína,0
17,Nataša,0
18,Bohdana,0
19,Drahomíra,0
20,Dalibor,0
21,Vincent,0
22,Zora,0
23,Miloš,0
24,Timotej,0
25,Gejza,0
26,Tamara,0
27,Bohuš,0
28,Alfonz,0
29,Gašpar,0
30,Ema,0
31,Emil,0
